train_loss,train_accuracy,validation_loss,validation_accuracy,epochs,learning_rate,train_time,batch_size,conv_layers_number,dropout_1,dropout_2,dropout_3
1.1470646318048239,0.7565085803907282,1.1519699096679688,0.7518472906403941,150,0.0005116889523940726,249752284 microseconds,128,3,0.4941201156016939,0.1045357156248008,0.8376467531519366
1.1443205236449956,0.7587584263799103,1.1586403846740723,0.7432266009852216,150,0.0009008295699688078,491866691 microseconds,64,3,0.25972039571392513,0.8082070251565521,0.24870665977948125
1.1511010453104973,0.7532000360213761,1.1770516633987427,0.7253694581280788,150,0.0009180154293646646,126156874 microseconds,256,3,0.07427375297980876,0.558103469505087,0.8627786219622597
1.1655785962939262,0.7373515694628205,1.1789559125900269,0.7253694581280788,150,0.0009821820447120052,64816706 microseconds,512,3,0.5314231814299276,0.3682486892832201,0.8335261560567813
1.1705792434513569,0.7338717018870139,1.1806374788284302,0.7216748768472906,150,0.00038223908432896616,128090803 microseconds,256,3,0.4925606645181181,0.5816769015227036,0.007745688599170797
1.1765355721233397,0.7277017491705302,1.1996023654937744,0.7056650246305419,150,0.0008910671767735214,982529722 microseconds,32,3,0.3000383377264245,0.43239160486195205,0.5718543745267729
1.19685410708189,0.7099760425337042,1.2030199766159058,0.7062807881773399,150,0.0004899289408457937,65635013 microseconds,512,3,0.2540286752521753,0.5464223072484505,0.8694609599188903
1.2158622313290834,0.6873327443328966,1.221712589263916,0.6853448275862069,150,0.00024410925569626159,250513060 microseconds,128,3,0.8647120032172702,0.3206376354153502,0.7988254955690455
1.2251752316951752,0.677550381921566,1.2233614921569824,0.6834975369458128,150,0.0003817833646361547,126738659 microseconds,256,3,0.9090845408706412,0.6658599282916853,0.6368108818531801
1.2112494941771499,0.6916858519741408,1.2280943393707275,0.6724137931034483,150,0.0003987139459535472,493649539 microseconds,64,3,0.48882939047737806,0.3940537359322871,0.4461580137953144
1.2383820536568408,0.6650393591690221,1.244791030883789,0.6576354679802956,150,0.0006584932411972013,982987931 microseconds,32,3,0.8951780912692772,0.830313384446719,0.7541353039941354
1.2301494628190994,0.6746598887282426,1.2475454807281494,0.6545566502463054,150,0.0005134188735339271,65305589 microseconds,512,3,0.44645530640360154,0.4298856865780586,0.011727933911227284
1.2346226647496223,0.6693769614929623,1.2505741119384766,0.6508620689655172,150,0.0009529205363243656,127845124 microseconds,256,3,0.9188899609890002,0.7962443277247994,0.5870455978670398
1.2506398856639862,0.6515071960388049,1.2537610530853271,0.6483990147783252,150,0.00040993282759680744,64730770 microseconds,512,3,0.0024437688898054644,0.8054790384412512,0.2355259544002256
1.2528589516878128,0.6504262268649765,1.2551766633987427,0.6496305418719212,150,0.0006479228048224937,249632294 microseconds,128,3,0.9583420429257434,0.13300347817101466,0.0024723510716366803
1.2803460583090782,0.6219832862715116,1.294211745262146,0.6071428571428571,150,0.00010033831841066016,249818778 microseconds,128,3,0.3091767720980565,0.7368726979070105,0.5838475110518585
1.3025252372026443,0.6014229855501529,1.3128963708877563,0.5899014778325123,150,0.00012881775667533733,64878395 microseconds,512,3,0.3320376670332087,0.6381224164158957,0.8199555764341243
1.3270682148107393,0.5739852102470846,1.329363465309143,0.5720443349753694,150,0.0008738583909383649,983918193 microseconds,32,3,0.3730817099970365,0.5406426258366318,0.983363312841292
1.3671683222055435,0.5341598532594165,1.3720096349716187,0.5283251231527094,150,0.0008522225260931799,65036393 microseconds,512,3,0.3827371965128209,0.9924764327372364,0.7437586837506538
1.4271290452461542,0.47540921973446837,1.434558391571045,0.4661330049261084,150,0.0007150908071312547,494066442 microseconds,64,3,0.4537873782911308,0.053723197355822094,0.9898810582944514
